,pmid,title,abstract,disease_answer,disease_score,sample_answer,sample_score,question_answer,question_score,modality_answer,modality_score,country_answer,country_score,hospital_answer,hospital_score,database_answer,database_score,organisation_answer,organisation_score
51,35308973,Unsupervised characterization of Major Depressive Disorder medication treatment pathways.,"Learning health systems have the ability to systematically evaluate treatments and treatment pathways. Characterization of treatment pathways can enhance a health system's ability to perform systematic evaluation to improve care quality. In this study we use a Long-Short Term Memory (LSTM) autoencoder model to systematically characterize treatment pathways in a prevalent phenotype-Major Depressive Disorder (MDD). LSTM autoencoder models generate representations of medication treatment pathways that account for temporality and complex interactions. Patients with similar pathways are grouped with K-means clustering. Clusters are characterized by analysis of medication utilization sequences and trends, as well as clinical features, such as demographics, outcomes and comorbidities. Cluster characterization identifies endotypes of MDD including acute MDD, moderate-chronic MDD and severe-chronic, but managed MDD.",'Major Depressive Disorder',0.753425896,'Major Depressive Disorder (MDD)',0.006570593,'systematically characterize treatment pathways in a prevalent phenotype-Major Depressive Disorder (MDD)',0.227053128,'Long-Short Term Memory (LSTM) autoencoder model',0.500291824,'Major Depressive Disorder (MDD)',0.000570859,"'Patients with similar pathways are grouped with K-means clustering. Clusters are characterized by analysis of medication utilization sequences and trends, as well as clinical features, such as demographics, outcomes and comorbidities'",0.000493622,'Major Depressive Disorder (MDD)',0.306492165,'Major Depressive Disorder (MDD)',0.306492165
52,35308958,DL4Burn: Burn Surgical Candidacy Prediction using Multimodal Deep Learning.,"Burn wounds are most commonly evaluated through visual inspection to determine surgical candidacy, taking into account burn depth and individualized patient factors. This process, though cost effective, is subjective and varies by provider experience. Deep learning models can assist in burn wound surgical candidacy with predictions based on the wound and patient characteristics. To this end, we present a multimodal deep learning approach and a complementary mobile application - DL4Burn - for predicting burn surgical candidacy, to emulate the multi-factored approach used by clinicians. Specifically, we propose a ResNet50-based multimodal model and validate it using retrospectively obtained patient burn images, demographic, and injury data.",'Burn wounds',0.439655319,'retrospectively',0.015590617,'predicting burn surgical candidacy',0.165847454,"'patient burn images, demographic, and injury data'",0.33391346,"'burn wound surgical candidacy with predictions based on the wound and patient characteristics. To this end, we present a multimodal deep learning approach and a complementary mobile application - DL4Burn - for predicting burn surgical candidacy, to emulate the multi-factored approach used by clinicians. Specifically, we propose a ResNet50-based multimodal model and validate it using retrospectively obtained patient burn images, demographic, and injury data'",0.00025192,"'retrospectively obtained patient burn images, demographic, and injury data'",0.000861854,'DL4Burn',0.016004735,'DL4Burn',0.016004735
53,35309012,A Machine Learning Pipeline for Accurate COVID-19 Health Outcome Prediction using Longitudinal Electronic Health Records.,"Current COVID-19 predictive models primarily focus on predicting the risk of mortality, and rely on COVID-19 specific medical data such as chest imaging after COVID-19 diagnosis. In this project, we developed an innovative supervised machine learning pipeline using longitudinal Electronic Health Records (EHR) to accurately predict COVID-19 related health outcomes including mortality, ventilation, days in hospital or ICU. In particular, we developed unique and effective data processing algorithms, including data cleaning, initial feature screening, vector representation. Then we trained models using state-of-the-art machine learning strategies combined with different parameter settings. Based on routinely collected EHR, our machine learning pipeline not only consistently outperformed those developed by other research groups using the same set of data, but also achieved similar accuracy as those trained on medical data that were only available after COVID-19 diagnosis. In addition, top risk factors for COVID-19 were identified, and are consistent with epidemiologic findings.",'COVID-19',0.136549219,'routinely collected EHR',0.024179216,"'mortality, ventilation, days in hospital or ICU'",0.240491368,'longitudinal Electronic Health Records',0.450284898,'routinely collected EHR',0.000288112,'routinely collected EHR',0.006970969,'Electronic Health Records',0.340224937,'Electronic Health Records',0.340224937
54,35308915,Comparing Deep Learning and Conventional Machine Learning Models for Predicting Mental Illness from History of Present Illness Notations.,"Mental illness, a serious problem across the globe, requires multi-pronged solutions including effective computational models to predict illness. Mental illness diagnosis is complicated by the pronounced sharing of symptoms and mutual pre-dispositions. Set in this context we offer a systematic comparison of seven deep learning and two conventional machine learning models for predicting mental illness from the history of present illness free-text descriptions in patient records. The models tested include a new architecture CB-MH which ranks best for F1 (0.62) while another attention model is best for F2 (0.71). We also explore model decisions using Integrated Gradients interpretability method which we use to identify key influential features. Overall, the majority of true positives have key features appearing in meaningful contexts. False negatives are most challenging with most key features appearing in unclear contexts. False positives are mostly true positives in actuality as supported by a small-scale clinician-based user judgement study.",'Mental illness',0.702109993,'seven',0.23904293,'predicting mental illness from the history of present illness free-text descriptions in patient records',0.271534413,'free-text descriptions in patient records',0.495199487,'globe',0.002911725,'patient records',0.003907382,'patient records',0.528467238,'patient records',0.528467238
55,35308970,Understanding Heart Failure Patients EHR Clinical Features via SHAP Interpretation of Tree-Based Machine Learning Model Predictions.,"Heart failure (HF) is a major cause of mortality. Accurately monitoring HF progress and adjusting therapies are critical for improving patient outcomes. An experienced cardiologist can make accurate HF stage diagnoses based on combination of symptoms, signs, and lab results from the electronic health records (EHR) of a patient, without directly measuring heart function. We examined whether machine learning models, more specifically the XGBoost model, can accurately predict patient stage based on EHR, and we further applied the SHapley Additive exPlanations (SHAP) framework to identify informative features and their interpretations. Our results indicate that based on structured data from EHR, our models could predict patients' ejection fraction (EF) scores with moderate accuracy. SHAP analyses identified informative features and revealed potential clinical subtypes of HF. Our findings provide insights on how to design computing systems to accurately monitor disease progression of HF patients through continuously mining patients' EHR data.",'Heart failure (HF)',0.616506845,'ejection fraction (EF) scores',0.005774942,"'Accurately monitoring HF progress and adjusting therapies are critical for improving patient outcomes. An experienced cardiologist can make accurate HF stage diagnoses based on combination of symptoms, signs, and lab results from the electronic health records (EHR) of a patient, without directly measuring heart function. We examined whether machine learning models, more specifically the XGBoost model, can accurately predict patient stage based on EHR, and we further applied the SHapley Additive exPlanations (SHAP) framework to identify informative features and their interpretations. Our results indicate that based on structured data from EHR, our models could predict patients' ejection fraction (EF) scores with moderate accuracy'",0.104656532,'electronic health records',0.676862419,"'SHapley Additive exPlanations (SHAP) framework to identify informative features and their interpretations. Our results indicate that based on structured data from EHR, our models could predict patients' ejection fraction (EF) scores with moderate accuracy. SHAP analyses'",0.000301839,'electronic health records',0.009098883,'electronic health records',0.520671189,'electronic health records',0.520671189
56,35308946,Development and Evaluation of an Automated Approach to Detect Weight Abnormalities in Pediatric Weight Charts.,"Inaccurate body weight measures can cause critical safety events in clinical settings as well as hindering utilization of clinical data for retrospective research. This study focused on developing a machine learning-based automated weight abnormality detector (AWAD) to analyze growth dynamics in pediatric weight charts and detect abnormal weight values. In two reference-standard based evaluation of real-world clinical data, the machine learning models showed good capacity for detecting weight abnormalities and they significantly outperformed the methods proposed in literature (p-value<0.05). A deep learning model with bi-directional long short-term memory networks achieved the best predictive performance, with AUCs ≥0.989 across the two datasets. The positive predictive value and sensitivity achieved by the system suggested more than 98% screening effort reduction potential in weight abnormality detection. Consequently, we hypothesize that the AWAD, when fully deployed, holds great potential to facilitate clinical research and healthcare delivery that rely on accurate and reliable weight measures.",'growth dynamics in pediatric weight charts',0.204971418,'two',0.374684021,'to analyze growth dynamics in pediatric weight charts and detect abnormal weight values',0.444176212,'real-world clinical data',0.262317672,'two reference-standard based evaluation of real-world clinical data',0.002169385,'two reference-standard based evaluation of real-world clinical data',0.001259245,'real-world clinical data',0.075065136,'real-world clinical data',0.075065136
57,35308914,Machine Learning Predictability of Clinical Next Generation Sequencing for Hematologic Malignancies to Guide High-Value Precision Medicine.,"Advancing diagnostic testing capabilities such as clinical next generation sequencing methods offer the potential to diagnose, risk stratify, and guide specialized treatment, but must be balanced against the escalating costs of healthcare to identify patient cases most likely to benefit from them. Heme-STAMP (Stanford Actionable Mutation Panel for Hematopoietic and Lymphoid Malignancies) is one such next generation sequencing test. Our objective is to assess how well Heme-STAMP pathological variants can be predicted given electronic health records data available at the time of test ordering. The model demonstrated AUROC 0.74 (95% CI: [0.72, 0.76]) with 99% negative predictive value at 6% specificity. A benchmark for comparison is the prevalence of positive results in the dataset at 58.7%. Identifying patients with very low or very high predicted probabilities of finding actionable mutations (positive result) could guide more precise high-value selection of patient cases to test.",'Hematopoietic and Lymphoid Malignancies',0.318984553,'58.7%',0.012609222,'to assess how well Heme-STAMP pathological variants can be predicted given electronic health records data available at the time of test ordering',0.422621518,'electronic health records',0.613382161,'Stanford Actionable Mutation Panel for Hematopoietic and Lymphoid Malignancies',0.003121835,'Stanford',0.025242179,'electronic health records',0.191394351,'electronic health records',0.191394351
58,35307289,Machine learning-based prediction of upgrading on magnetic resonance imaging targeted biopsy in patients eligible for active surveillance.,"To examine the ability of machine learning methods to predict upgrading of Gleason score on confirmatory magnetic resonance imaging-guided targeted biopsy (MRI-TB) of the prostate in candidates for active surveillance.Our database included 592 patients who received prostate multiparametric magnetic resonance imaging in the evaluation for active surveillance. Upgrading to significant prostate cancer on MRI-TB was defined as upgrading to G 3+4 (definition 1 - DF1) and 4+3 (DF2). Machine learning classifiers were applied on both classification problems DF1 and DF2.Univariate analysis showed that older age and the number of positive cores on pre-MRI-TB were positively correlated with upgrading by DF1 (P-value ≤ 0.05). Upgrading by DF2 was positively correlated with age and the number of positive cores and negatively correlated with body mass index. For upgrading prediction, the AdaBoost model was highly predictive of upgrading by DF1 (AUC 0.952), while for prediction of upgrading by DF2, the Random Forest model had a lower but excellent prediction performance (AUC 0.947).We show that machine learning has the potential to be integrated in future diagnostic assessments for patients eligible for AS. Training our models on larger multi-institutional databases is needed to confirm our results and improve the accuracy of these models' prediction.",'AS',0.100060657,'592',0.566795707,'To examine the ability of machine learning methods to predict upgrading of Gleason score on confirmatory magnetic resonance imaging-guided targeted biopsy (MRI-TB) of the prostate in candidates for active surveillance',0.135545902,'prostate multiparametric magnetic resonance imaging',0.321083248,'multi-institutional databases',0.000542726,'Our database included 592 patients who received prostate multiparametric magnetic resonance imaging in the evaluation for active surveillance',0.001967476,'592 patients who received prostate multiparametric magnetic resonance imaging in the evaluation for active surveillance',0.229024954,'592 patients who received prostate multiparametric magnetic resonance imaging in the evaluation for active surveillance',0.229024954
59,35309006,Learning Predictive and Interpretable Timeseries Summaries from ICU Data.,"Machine learning models that utilize patient data across time (rather than just the most recent measurements) have increased performance for many risk stratification tasks in the intensive care unit. However, many of these models and their learned representations are complex and therefore difficult for clinicians to interpret, creating challenges for validation. Our work proposes a new procedure to learn summaries of clinical timeseries that are both predictive and easily understood by humans. Specifically, our summaries consist of simple and intuitive functions of clinical data (e.g. ""falling mean arterial pressure""). Our learned summaries outperform traditional interpretable model classes and achieve performance comparable to state-of-the-art deep learning models on an in-hospital mortality classification task.",'intensive care unit',0.225701407,'falling mean arterial pressure',0.005053879,'in-hospital mortality classification task',0.131390583,'clinical timeseries',0.284664348,'mortality',0.000467323,'intensive care unit',0.005270453,"'falling mean arterial pressure""'",0.097141638,"'falling mean arterial pressure""'",0.097141638
60,35316192,Data-driven Real-time Magnetic Tracking Applied to Myokinetic Interfaces.,"A new concept of human-machine interface to control hand prostheses based on magnetic tracking, the myokinetic control interface, has been recently proposed. Control signals are the retrieved displacements of multiple magnets implanted in the limb residual muscles following contraction. In previous works, magnets localization has been achieved following an optimization procedure to find an approximate solution to an analytical model. To simplify and speed up the localization problem, here we employ a data-driven strategy to create mathematical models, which can translate measured magnetic information to desired commands for active prosthetic devices. We employed machine learning models, namely linear and radial basis functions artificial neural networks, due to their inherently parallel architecture. They were developed offline and then implemented on field-programmable gate arrays using customized floating-point operators. We optimized computational precision, execution time, hardware, and energy consumption, as they are essential features in the context of wearable devices. When used to track a single magnet in an anatomical mockup of the human forearm, the proposed data-driven strategy achieved a tracking accuracy of 720m 95% of the time and latency of 12.07s. In addition, the proposed system architecture is expected to require a low energy consumption compared to previous solutions. The outcomes of this work encourage further research on improving the devised methods to deal with multiple magnets simultaneously.",'contraction',0.01786775,'single magnet in an anatomical mockup of the human forearm',0.002605936,'When used to track a single magnet in an anatomical mockup of the human forearm',0.057430176,'measured magnetic information',0.422845855,'When used to track a single magnet in an anatomical mockup of the human forearm',0.000416924,"'machine learning models, namely linear and radial basis functions artificial neural networks, due to their inherently parallel architecture. They were developed offline and then implemented on field-programmable gate arrays using customized floating-point operators. We optimized computational precision, execution time, hardware, and energy consumption, as they are essential features in the context of wearable devices. When used to track a single magnet in an anatomical mockup of the human forearm'",0.000506747,'anatomical mockup of the human forearm',0.05489485,'anatomical mockup of the human forearm',0.05489485
61,35314576,[Discrimination of Chin Electromyography in REM Sleep Behavior Disorder Using Deep Learning].,"The confirmation of abnormal behavior during video monitoring in polysomnography (PSG) and the frequency of rapid eye movement (REM) sleep without atonia (RWA) during REM sleep based on physiological indicators are essential diagnostic criteria for the diagnosis of REM sleep behavior disorder (RBD). However, no clear criteria have been established for the determination of the tonic and phasic activities of RWA. In this study, we investigated an RWA decision program that simulates visual inspection by clinical laboratory technicians.We used the measurement data of 25 men and women (average age±standard deviation: 72.7±1.7 years) who visited the Sleep Treatment Center for PSG inspection due to suspected RBD. The chin electromyography (EMG) during REM sleep was divided into 30 s intervals, and RWA decisions were made on the basis of visual inspection by a clinical laboratory technician. We compared and investigated two machine-learning methods namely support vector machine (SVM) and convolutional neural network (CNN) for RWA decisions.When comparing SVM and CNN, the highest discrimination accuracy for RWA decisions was obtained when using the average rectified value (ARV) processed chin EMG images using CNN as a feature. We also estimated the prevalence of RBD on the basis of the Mahalanobis distance measure using the frequency of occurrence of both tonic and phasic activities calculated from a total of 25 subjects in the patient and healthy groups. Consequently, estimation of RBD prevalence using CNN resulted in misclassification of none of the subjects in the patient group and two subjects in the healthy group.In this study, we investigated the automatic analysis of PSG results focusing on RBD, which is a parasomnia. As a result, there were no misclassifications of patients in the 25 subjects in the patient or healthy groups based on the estimates of RBD prevalence using CNN. The prevalence estimation based on our proposed automated algorithm is considered effective for the primary screening for RBD.",'REM sleep behavior disorder',0.705159843,'25',0.611917093,'we investigated an RWA decision program that simulates visual inspection by clinical laboratory technicians',0.206435852,'PSG',0.557019264,'We used the measurement data of 25 men and women (average age±standard deviation: 72.7±1.7 years) who visited the Sleep Treatment Center for PSG inspection due to suspected RBD',0.001276436,'Sleep Treatment Center',0.11307146,'Sleep Treatment Center',0.467851341,'Sleep Treatment Center',0.467851341
62,35320098,Deep Learning-based Classification of Reduced Lung Ultrasound Data from COVID-19 Patients.,"The application of Lung Ultrasound (LUS) imaging for the diagnosis of lung diseases has recently captured significant interest within the research community. With the ongoing COVID-19 pandemic, many efforts have been made to evaluate LUS data. A four-level scoring system has been introduced to semi-quantitatively assess the state of the lung, classifying the patients. Various Deep Learning (DL) algorithms supported with clinical validations have been proposed to automate the stratification process. However, no work has been done to evaluate the impact on the automated decision by varying pixel resolution and bit depth, leading to the reduction in size of overall data. This paper evaluates the performance of DL algorithm over LUS data with varying pixel and grey-level resolution. The algorithm is evaluated over a dataset of 448 LUS videos captured from 34 examinations of 20 patients. All videos are resampled by a factor of 2, 3, and 4 of original resolution, and quantized to 128, 64 and 32 levels, followed by score prediction. The results indicate that the automated scoring shows negligible variation in accuracy when it comes to the quantization of intensity levels only. Combined effect of intensity quantization with spatial down-sampling resulted in a prognostic agreement ranging from 73.5% to 82.3%.These results also suggest that such level of prognostic agreement can be achieved over evaluation of data reduced to 32 times of its original size. Thus, laying foundation to efficient processing of data in resource constrained environments.",'lung diseases',0.380580574,'20 patients',0.165238999,'classifying the patients',0.152152088,"'Lung Ultrasound (LUS) imaging for the diagnosis of lung diseases has recently captured significant interest within the research community. With the ongoing COVID-19 pandemic, many efforts have been made to evaluate LUS data. A four-level scoring system has been introduced to semi-quantitatively assess the state of the lung, classifying the patients. Various Deep Learning (DL) algorithms supported with clinical validations have been proposed to automate the stratification process. However, no work has been done to evaluate the impact on the automated decision by varying pixel resolution and bit depth, leading to the reduction in size of overall data. This paper evaluates the performance of DL algorithm over LUS data with varying pixel and grey-level resolution. The algorithm is evaluated over a dataset of 448 LUS videos'",0.395194292,'COVID-19',0.031497527,'COVID-19',0.018632963,'COVID-19 pandemic',0.7088615,'COVID-19 pandemic',0.7088615
63,35318420,Unsupervised machine learning for identifying important visual features through bag-of-words using histopathology data from chronic kidney disease.,"Pathologists use visual classification to assess patient kidney biopsy samples when diagnosing the underlying cause of kidney disease. However, the assessment is qualitative, or semi-quantitative at best, and reproducibility is challenging. To discover previously unknown features which predict patient outcomes and overcome substantial interobserver variability, we developed an unsupervised bag-of-words model. Our study applied to the C-PROBE cohort of patients with chronic kidney disease (CKD). 107,471 histopathology images were obtained from 161 biopsy cores and identified important morphological features in biopsy tissue that are highly predictive of the presence of CKD both at the time of biopsy and in one year. To evaluate the performance of our model, we estimated the AUC and its 95% confidence interval. We show that this method is reliable and reproducible and can achieve 0.93 AUC at predicting glomerular filtration rate at the time of biopsy as well as predicting a loss of function at one year. Additionally, with this method, we ranked the identified morphological features according to their importance as diagnostic markers for chronic kidney disease. In this study, we have demonstrated the feasibility of using an unsupervised machine learning method without human input in order to predict the level of kidney function in CKD. The results from our study indicate that the visual dictionary, or visual image pattern, obtained from unsupervised machine learning can predict outcomes using machine-derived values that correspond to both known and unknown clinically relevant features.",'chronic kidney disease',0.610666528,"'107,471'",0.664628088,"'To discover previously unknown features which predict patient outcomes and overcome substantial interobserver variability, we developed an unsupervised bag-of-words model. Our study applied to the C-PROBE cohort of patients with chronic kidney disease (CKD)'",0.136174597,'histopathology images',0.335682474,'C-PROBE cohort of patients with chronic kidney disease (CKD)',0.004259088,'C-PROBE',0.014926832,'C-PROBE',0.574385762,'C-PROBE',0.574385762
64,35319671,Covid-19 vaccination priorities defined on machine learning.,"Defining priority vaccination groups is a critical factor to reduce mortality rates.We sought to identify priority population groups for covid-19 vaccination, based on in-hospital risk of death, by using Extreme Gradient Boosting Machine Learning (ML) algorithm. We performed a retrospective cohort study comprising 49,197 patients (18 years or older), with RT-PCR-confirmed for covid-19, who were hospitalized in any of the 336 Brazilian hospitals considered in this study, from March 19th, 2020, to March 22nd, 2021. Independent variables encompassed age, sex, and chronic health conditions grouped into 179 large categories. Primary outcome was hospital discharge or in-hospital death. Priority population groups for vaccination were formed based on the different levels of in-hospital risk of death due to covid-19, from the ML model developed by taking into consideration the independent variables. All analysis were carried out in Python programming language (version 3.7) and R programming language (version 4.05).Patients' mean age was of 60.5 ± 16.8 years (mean ± SD), mean in-hospital mortality rate was 17.9%, and the mean number of comorbidities per patient was 1.97 ± 1.85 (mean ± SD). The predictive model of in-hospital death presented area under the Receiver Operating Characteristic Curve (AUC - ROC) equal to 0.80. The investigated population was grouped into eleven (11) different risk categories, based on the variables chosen by the ML model developed in this study.The use of ML for defining population priorities groups for vaccination, based on risk of in-hospital death, can be easily applied by health system managers.",'covid-19',0.317621097,"'49,197'",0.729632676,'Primary outcome was hospital discharge or in-hospital death',0.286672816,'in-hospital risk of death',0.346469328,'Brazilian',0.634881675,'336',0.174721159,'covid-19',0.058110991,'covid-19',0.058110991
65,35317720,Data-independent acquisition mass spectrometry in severe rheumatic heart disease (RHD) identifies a proteomic signature showing ongoing inflammation and effectively classifying RHD cases.,"Rheumatic heart disease (RHD) remains a major source of morbidity and mortality in developing countries. A deeper insight into the pathogenetic mechanisms underlying RHD could provide opportunities for drug repurposing, guide recommendations for secondary penicillin prophylaxis, and/or inform development of near-patient diagnostics.We performed quantitative proteomics using Sequential Windowed Acquisition of All Theoretical Fragment Ion Mass Spectrometry (SWATH-MS) to screen protein expression in 215 African patients with severe RHD, and 230 controls. We applied a machine learning (ML) approach to feature selection among the 366 proteins quantifiable in at least 40% of samples, using the Boruta wrapper algorithm. The case-control differences and contribution to Area Under the Receiver Operating Curve (AUC) for each of the 56 proteins identified by the Boruta algorithm were calculated by Logistic Regression adjusted for age, sex and BMI. Biological pathways and functions enriched for proteins were identified using ClueGo pathway analyses.Adiponectin, complement component C7 and fibulin-1, a component of heart valve matrix, were significantly higher in cases when compared with controls. Ficolin-3, a protein with calcium-independent lectin activity that activates the complement pathway, was lower in cases than controls. The top six biomarkers from the Boruta analyses conferred an AUC of 0.90 indicating excellent discriminatory capacity between RHD cases and controls.These results support the presence of an ongoing inflammatory response in RHD, at a time when severe valve disease has developed, and distant from previous episodes of acute rheumatic fever. This biomarker signature could have potential utility in recognizing different degrees of ongoing inflammation in RHD patients, which may, in turn, be related to prognostic severity.",'Rheumatic heart disease',0.696609974,'215',0.547437459,"'A deeper insight into the pathogenetic mechanisms underlying RHD could provide opportunities for drug repurposing, guide recommendations for secondary penicillin prophylaxis, and/or inform development of near-patient diagnostics'",0.128652882,'Sequential Windowed Acquisition of All Theoretical Fragment Ion Mass Spectrometry',0.388352901,'African',0.358060166,"'215 African patients with severe RHD, and 230 controls'",0.001453473,'Sequential Windowed Acquisition of All Theoretical Fragment Ion Mass Spectrometry (SWATH-MS)',0.091581265,'Sequential Windowed Acquisition of All Theoretical Fragment Ion Mass Spectrometry (SWATH-MS)',0.091581265
66,35319542,Scalable Deep Learning Algorithm to Compute Percent Pulmonary Contusion among Patients with Rib Fractures.,"Pulmonary contusion exists along a spectrum of severity, yet is commonly binarily classified as present or absent. We aimed to develop a deep learning algorithm to automate percent pulmonary contusion computation and exemplify how transfer learning could facilitate large-scale validation. We hypothesized our deep learning algorithm could automate percent pulmonary contusion computation and that greater percent contusion would be associated with higher odds of adverse inpatient outcomes among patients with rib fractures.We evaluated admission-day chest computed tomography (CT) scans of adults aged ≥18 years admitted to our institution with multiple rib fractures and pulmonary contusions (2010-2020). We adapted a pre-trained convolutional neural network that segments 3-dimensional lung volumes and segmented contused lung parenchyma, pulmonary blood vessels, and computed percent pulmonary contusion. Exploratory analysis evaluated associations between percent pulmonary contusion (quartiles) and odds of mechanical ventilation, mortality, and prolonged hospital length-of-stay using multivariable logistic regression. Sensitivity analysis included pulmonary blood vessel volumes during percent contusion computation.A total of 332 patients met inclusion criteria (median 5 rib fractures), among whom 28% underwent mechanical ventilation and 6% died. The study population's median (IQR) percent pulmonary contusion was 4(2-8)%. Compared to the lowest quartile of percent pulmonary contusion, each increasing quartile was associated with higher adjusted odds of undergoing mechanical ventilation (OR[95%CI]: 1.5[1.1-2.1]) and prolonged hospitalization (OR[95%CI]: 1.6[1.1-2.2]), but not with mortality (OR[95%CI]: 1.1 [0.6-2.0]. Findings were similar on sensitivity analysis.We developed a scalable deep learning algorithm to automate percent pulmonary contusion calculating using chest CTs of adults admitted with rib fractures. Open code sharing and collaborative research is needed to validate our algorithm and exploratory analysis at large scale. Transfer learning can help harness the full potential of big data and high-performing algorithms to bring precision medicine to the bedside.IV.",'Pulmonary contusion',0.462843448,'332',0.571766749,'We evaluated admission-day chest computed tomography (CT) scans of adults aged ≥18 years admitted to our institution with multiple rib fractures and pulmonary contusions',0.162088543,'chest computed tomography (CT) scans',0.399354279,'2010-2020',0.001845112,'our institution',0.01558949,'admission-day chest computed tomography (CT) scans of adults aged ≥18 years admitted to our institution with multiple rib fractures and pulmonary contusions (2010-2020)',0.056031235,'admission-day chest computed tomography (CT) scans of adults aged ≥18 years admitted to our institution with multiple rib fractures and pulmonary contusions (2010-2020)',0.056031235
67,35320099,Interpretable machine learning for characterization of focal liver lesions by contrast-enhanced ultrasound.,"This work proposes an interpretable radiomics approach to differentiate between malignant and benign focal liver lesions (FLLs) on contrast-enhanced ultrasound (CEUS). Although CEUS has shown promise for differential FLLs diagnosis, current clinical assessment is performed only by qualitative analysis of the contrast enhancement patterns. Quantitative analysis is often hampered by the unavoidable presence of motion artefacts and by the complex, spatiotemporal nature of liver contrast enhancement, consisting of multiple, overlapping vascular phases. To fully exploit the wealth of information in CEUS, while coping with these challenges, here we propose to combine features extracted by temporal and spatiotemporal analysis in the arterial phase enhancement with spatial features extracted by texture analysis at different time points. Using the extracted features as input, several machine learning classifier are optimized to achieve semi-automatic FLLs characterization, for which there is no need for motion compensation and the only manual input required is the location of a suspicious lesion. Clinical validation on 87 FLLs from 72 patients at risk for HCC showed promising performance, achieving a balanced accuracy of 0.84 in the distinction between benign and malignant lesions. Analysis of feature relevance demonstrates that a combination of spatiotemporal and texture features is needed to achieve the best performance. Interpretation of the most relevant features suggests that aspects related to microvascular perfusion and the microvascular architecture, together with the spatial enhancement characteristics at wash-in and peak enhancement, are important to aid the accurate characterization of FLLs.",'focal liver lesions',0.223779343,'72',0.025152171,'differentiate between malignant and benign focal liver lesions (FLLs) on contrast-enhanced ultrasound (CEUS)',0.225698046,'contrast-enhanced ultrasound',0.409577757,"'This work proposes an interpretable radiomics approach to differentiate between malignant and benign focal liver lesions (FLLs) on contrast-enhanced ultrasound (CEUS). Although CEUS has shown promise for differential FLLs diagnosis, current clinical assessment is performed only by qualitative analysis of the contrast enhancement patterns. Quantitative analysis is often hampered by the unavoidable presence of motion artefacts and by the complex, spatiotemporal nature of liver contrast enhancement, consisting of multiple, overlapping vascular phases. To fully exploit the wealth of information in CEUS, while coping with these challenges, here we propose to combine features extracted by temporal and spatiotemporal analysis in the arterial phase enhancement with spatial features extracted by texture analysis at different time points. Using the extracted features as input, several machine learning classifier are optimized to achieve semi-automatic FLLs characterization, for which there is no need for motion compensation and the only manual input required is the location of a suspicious lesion. Clinical validation on 87 FLLs from 72 patients at risk for HCC'",0.000804188,'87 FLLs from 72 patients at risk for HCC',0.000251363,'radiomics approach to differentiate between malignant and benign focal liver lesions (FLLs) on contrast-enhanced ultrasound (CEUS)',0.025963575,'radiomics approach to differentiate between malignant and benign focal liver lesions (FLLs) on contrast-enhanced ultrasound (CEUS)',0.025963575
68,35320090,Physics-informed neural networks for brain hemodynamic predictions using medical imaging.,"Determining brain hemodynamics plays a critical role in the diagnosis and treatment of various cerebrovascular diseases. In this work, we put forth a physics-informed deep learning framework that augments sparse clinical measurements with one-dimensional (1D) reduced-order model (ROM) simulations to generate physically consistent brain hemodynamic parameters with high spatiotemporal resolution. Transcranial Doppler (TCD) ultrasound is one of the most common techniques in the current clinical workflow that enables noninvasive and instantaneous evaluation of blood flow velocity within the cerebral arteries. However, it is spatially limited to only a handful of locations across the cerebrovasculature due to the constrained accessibility through the skull's acoustic windows. Our deep learning framework uses in vivo real-time TCD velocity measurements at several locations in the brain combined with baseline vessel cross-sectional areas acquired from 3D angiography images and provides high-resolution maps of velocity, area, and pressure in the entire brain vasculature. We validate the predictions of our model against in vivo velocity measurements obtained via four-dimensional (4D) flow magnetic resonance imaging (MRI) scans. We then showcase the clinical significance of this technique in diagnosing cerebral vasospasm (CVS) by successfully predicting the changes in vasospastic local vessel diameters based on corresponding sparse velocity measurements. We show this capability by generating synthetic blood flow data after cerebral vasospasm at various levels of stenosis. Here, we demonstrate that the physics-based deep learning approach can estimate and quantify the subject-specific cerebral hemodynamic variables with high accuracy despite lacking knowledge of inlet and outlet boundary conditions, which is a significant limitation for the accuracy of the conventional purely physics-based computational models.",'cerebral vasospasm',0.44938533,'sparse clinical measurements',0.048237752,'Determining brain hemodynamics plays a critical role in the diagnosis and treatment of various cerebrovascular diseases',0.195791237,'Transcranial Doppler (TCD) ultrasound',0.328785345,"'in vivo real-time TCD velocity measurements at several locations in the brain combined with baseline vessel cross-sectional areas acquired from 3D angiography images and provides high-resolution maps of velocity, area, and pressure in the entire brain vasculature. We validate the predictions of our model against in vivo velocity measurements obtained via four-dimensional (4D) flow magnetic resonance imaging (MRI) scans'",0.000482511,'3D angiography images',0.001362087,'3D angiography images',0.0748768,'3D angiography images',0.0748768
